"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Campinas",48,1,1,0,9,"yes","no",350,650,21
"Rio de Janeiro",30,1,1,0,8,"yes","no",390,800,25
"Campinas",198,6,3,4,0,"yes","no",0,2000,145
"Porto Alegre",47,1,1,0,2,"no","no",300,1000,59
"Porto Alegre",60,2,1,1,3,"yes","no",250,800,22
"Sao Paulo",230,3,3,0,9,"yes","yes",1700,5000,109
"Belo Horizonte",90,2,1,1,0,"no","no",0,1520,0
"Rio de Janeiro",129,3,2,1,8,"yes","yes",1200,3255,167
"Sao Paulo",240,4,4,4,22,"yes","no",1980,6672,417
"Porto Alegre",55,1,1,0,14,"yes","no",700,1020,29
"Porto Alegre",52,1,1,0,0,"yes","no",150,1200,42
"Sao Paulo",250,3,4,3,8,"yes","no",1610,6000,1089
"Sao Paulo",200,3,2,2,19,"yes","no",2573,10000,1121
"Belo Horizonte",312,4,3,3,1,"yes","no",1498,2300,463
"Sao Paulo",230,5,5,3,0,"yes","no",0,9900,620
"Sao Paulo",72,2,2,2,9,"yes","no",750,2480,209
"Sao Paulo",55,2,1,0,5,"yes","yes",620,2400,24
"Rio de Janeiro",72,2,2,1,2,"no","yes",914,3600,133
"Sao Paulo",50,2,1,0,0,"yes","no",0,1200,83
"Sao Paulo",17,1,1,0,1,"yes","no",0,2700,5
"Belo Horizonte",160,3,3,2,4,"yes","no",150,2400,263
"Sao Paulo",214,4,4,3,5,"yes","no",2638,6520,1187
"Rio de Janeiro",65,1,1,0,0,"yes","no",300,1800,30
"Sao Paulo",136,3,2,1,10,"no","yes",1300,6500,267
"Porto Alegre",70,2,2,1,6,"yes","no",440,1900,57
"Porto Alegre",38,1,1,0,2,"yes","no",340,650,350
"Sao Paulo",450,8,5,5,0,"yes","no",0,8000,1000
"Rio de Janeiro",67,2,1,1,2,"yes","no",1217,2200,130
"Sao Paulo",20,1,1,0,1,"no","no",0,1100,35
"Sao Paulo",41,1,1,0,12,"yes","no",290,1530,60
"Sao Paulo",50,2,1,1,7,"yes","no",500,1550,7
"Sao Paulo",205,3,3,3,0,"yes","no",0,5525,575
"Sao Paulo",100,3,2,1,0,"yes","no",0,3300,500
"Sao Paulo",190,3,4,4,16,"yes","yes",2849,15000,1160
"Belo Horizonte",45,2,1,0,0,"yes","no",0,1350,0
"Campinas",57,1,1,1,2,"yes","no",605,800,66
"Porto Alegre",88,1,2,2,3,"yes","no",340,1600,40
"Sao Paulo",70,1,1,1,10,"yes","yes",459,3400,80
"Sao Paulo",76,2,2,0,11,"yes","yes",646,2800,0
"Rio de Janeiro",36,1,1,0,10,"yes","no",450,1370,29
"Porto Alegre",61,2,2,2,11,"yes","no",445,2500,42
"Sao Paulo",280,4,3,6,0,"yes","yes",0,12500,706
"Sao Paulo",480,5,6,3,0,"yes","no",0,5000,1000
"Campinas",45,1,1,1,17,"yes","yes",0,1950,0
"Sao Paulo",42,1,1,0,9,"yes","yes",1290,1500,184
"Porto Alegre",62,2,1,0,4,"yes","no",352,736,28
"Sao Paulo",38,2,1,0,2,"yes","no",90,1500,0
"Sao Paulo",44,1,1,1,8,"no","yes",578,2400,0
"Sao Paulo",75,3,2,2,11,"yes","no",630,2800,167
"Rio de Janeiro",66,2,1,1,2,"yes","no",650,1250,0
"Sao Paulo",125,3,3,2,0,"yes","no",0,2800,38
"Campinas",62,2,1,2,7,"yes","no",609,1500,90
"Sao Paulo",77,2,1,1,5,"yes","no",1148,3100,464
"Sao Paulo",136,2,4,2,7,"yes","no",1540,4800,242
"Sao Paulo",200,4,2,1,5,"yes","no",2115,5000,328
"Sao Paulo",35,1,1,0,1,"no","no",250,1305,0
"Sao Paulo",250,4,3,2,0,"yes","yes",10,4500,100
"Sao Paulo",90,2,2,2,0,"yes","yes",0,4100,0
"Campinas",72,2,2,1,7,"yes","no",480,850,9
"Sao Paulo",168,3,3,5,16,"yes","no",1675,3500,184
"Porto Alegre",360,3,4,3,5,"yes","yes",4000,13200,500
"Campinas",38,1,1,1,9,"yes","no",500,740,30
"Sao Paulo",23,1,1,1,26,"yes","no",487,2300,59
"Porto Alegre",440,3,3,3,7,"no","no",100,10500,84
"Sao Paulo",120,3,3,2,9,"yes","yes",1200,3500,109
"Rio de Janeiro",90,2,2,0,5,"yes","no",830,2500,84
"Porto Alegre",125,4,2,0,7,"yes","no",1006,1632,150
"Sao Paulo",200,3,4,3,6,"yes","yes",1800,5058,1200
"Sao Paulo",190,3,3,2,5,"yes","no",1800,3260,292
"Belo Horizonte",123,3,2,1,3,"yes","no",363,2600,143
"Campinas",53,2,1,1,0,"yes","no",284,2000,41
"Rio de Janeiro",70,2,1,1,2,"yes","no",560,2180,60
"Sao Paulo",90,2,2,2,17,"yes","yes",1500,12200,454
"Sao Paulo",95,3,2,0,0,"yes","no",0,1590,0
"Campinas",74,3,1,1,4,"yes","no",474,900,40
"Sao Paulo",64,1,1,1,15,"no","no",620,3600,0
"Sao Paulo",155,4,5,3,14,"no","no",1850,6000,625
"Rio de Janeiro",125,3,1,2,3,"no","no",1000,2200,159
"Sao Paulo",40,1,1,1,9,"yes","yes",350,1580,25
"Porto Alegre",350,3,2,4,0,"yes","yes",0,6522,492
"Belo Horizonte",417,3,5,8,0,"yes","no",0,7650,450
"Porto Alegre",350,4,4,4,0,"yes","no",0,6000,192
"Sao Paulo",40,1,1,1,8,"no","no",440,2800,100
"Sao Paulo",30,1,1,1,15,"no","yes",668,3500,127
"Sao Paulo",142,3,4,2,4,"yes","no",1100,4500,375
"Porto Alegre",110,3,3,2,5,"yes","yes",1300,4000,300
"Sao Paulo",100,4,4,1,0,"yes","no",0,10000,9
"Sao Paulo",377,5,4,3,0,"yes","no",0,8000,900
"Sao Paulo",230,2,3,3,17,"yes","yes",2575,8000,633
"Sao Paulo",35,1,1,0,5,"no","yes",450,1800,91
"Sao Paulo",32,1,1,1,16,"yes","no",533,2900,0
"Sao Paulo",74,2,1,1,5,"yes","no",569,2024,71
"Sao Paulo",147,2,3,4,19,"yes","no",2600,1200,375
"Sao Paulo",35,1,1,0,3,"yes","yes",480,2500,60
"Rio de Janeiro",26,1,1,0,7,"yes","yes",630,1500,84
"Sao Paulo",70,2,2,1,5,"yes","yes",517,1700,5
"Sao Paulo",150,3,3,3,19,"yes","yes",1800,2800,740
"Sao Paulo",200,3,3,2,0,"yes","no",0,8000,292
"Campinas",60,1,1,1,14,"yes","no",583,1100,49
"Sao Paulo",250,4,5,3,2,"yes","no",1700,2550,334
"Sao Paulo",44,1,2,0,12,"no","yes",3300,3300,126
"Sao Paulo",250,7,5,2,0,"yes","yes",0,6000,0
"Sao Paulo",157,3,2,0,7,"yes","no",1325,4500,347
"Sao Paulo",97,2,2,0,1,"yes","no",1200,5600,0
"Belo Horizonte",548,4,7,6,17,"yes","no",5905,15000,2484
"Sao Paulo",28,1,1,0,1,"yes","no",0,1325,0
"Sao Paulo",250,3,4,0,1,"yes","yes",2000,10000,1667
"Belo Horizonte",193,4,2,2,0,"yes","no",0,8900,255
"Belo Horizonte",428,5,5,4,0,"yes","yes",0,9600,667
"Sao Paulo",50,2,1,0,2,"no","no",200,950,0
"Sao Paulo",135,2,3,2,5,"no","no",2000,12300,542
"Rio de Janeiro",103,2,2,1,8,"yes","no",530,1600,221
"Campinas",103,3,2,2,2,"yes","no",1500,1360,292
"Sao Paulo",80,3,2,1,0,"yes","no",740,1500,150
"Sao Paulo",160,3,3,2,10,"yes","no",1229,4000,390
"Sao Paulo",238,4,3,4,24,"yes","no",2980,10200,1816
"Belo Horizonte",500,7,4,4,0,"yes","no",0,5500,167
"Sao Paulo",580,5,5,4,4,"yes","no",9900,15000,2200
"Sao Paulo",80,1,1,0,0,"yes","no",0,1370,50
"Sao Paulo",210,4,5,3,12,"yes","yes",2620,2975,1184
"Porto Alegre",106,3,3,1,7,"yes","no",900,2250,186
"Rio de Janeiro",30,1,1,0,11,"yes","no",500,1200,21
"Sao Paulo",156,3,2,1,0,"yes","no",0,2000,147
"Sao Paulo",60,1,1,1,0,"yes","no",0,1250,0
"Sao Paulo",200,3,4,0,2,"yes","no",3672,3600,780
"Sao Paulo",70,2,2,0,1,"yes","no",280,1000,138
"Sao Paulo",177,4,5,4,5,"yes","no",1500,9200,959
"Sao Paulo",103,3,3,2,0,"yes","no",735,2500,19
"Sao Paulo",440,4,4,4,0,"yes","no",0,12000,2500
"Sao Paulo",65,2,1,1,8,"yes","yes",600,1700,92
"Belo Horizonte",260,5,3,3,12,"yes","no",2000,4000,487
"Sao Paulo",200,4,4,6,0,"yes","no",0,4320,375
"Sao Paulo",96,3,2,1,12,"yes","no",1122,3050,231
"Sao Paulo",68,2,2,1,2,"yes","yes",690,2900,137
"Belo Horizonte",300,5,5,5,0,"no","no",0,4500,450
"Sao Paulo",34,1,1,0,2,"yes","no",305,750,27
"Campinas",398,5,6,0,2,"yes","no",3500,8500,700
"Belo Horizonte",100,1,1,0,1,"yes","no",0,2600,0
"Belo Horizonte",176,4,5,3,6,"yes","yes",2136,6500,704
"Belo Horizonte",90,2,2,2,4,"no","yes",500,4000,250
"Belo Horizonte",680,7,6,8,0,"yes","no",0,8000,428
"Belo Horizonte",220,4,3,0,9,"yes","yes",3000,15000,1138
"Sao Paulo",110,2,2,2,0,"no","no",0,2120,174
"Sao Paulo",180,3,2,1,2,"yes","yes",1260,5500,255
"Sao Paulo",36,1,1,1,8,"yes","no",410,1800,93
"Belo Horizonte",450,4,4,4,8,"yes","no",2394,12700,836
"Rio de Janeiro",103,3,2,0,1,"yes","no",812,3300,336
"Porto Alegre",101,2,2,2,5,"yes","no",480,1800,500
"Sao Paulo",196,4,4,0,11,"yes","no",2450,6000,1458
"Rio de Janeiro",28,1,1,0,0,"yes","no",495,1980,68
"Sao Paulo",260,3,4,4,0,"yes","no",0,4500,0
"Sao Paulo",330,4,2,5,0,"yes","no",0,1870,400
"Rio de Janeiro",70,3,2,1,6,"yes","no",607,1189,96
"Rio de Janeiro",33,1,1,0,3,"yes","no",500,1200,13
"Sao Paulo",160,3,3,2,3,"yes","no",2200,10500,505
"Sao Paulo",60,2,1,1,9,"yes","no",506,1350,42
"Sao Paulo",36,1,1,1,1,"yes","no",130,1379,99
"Sao Paulo",20,1,1,0,1,"yes","yes",0,2060,0
"Porto Alegre",70,2,1,0,1,"yes","no",375,750,26
"Sao Paulo",180,3,4,4,0,"yes","yes",0,4700,2
"Sao Paulo",105,3,3,1,5,"yes","no",980,2150,0
"Sao Paulo",275,4,5,4,1,"yes","no",4200,9700,1334
"Belo Horizonte",450,2,2,5,0,"yes","no",0,1512,71
"Campinas",360,4,6,4,0,"yes","no",864,7700,300
"Sao Paulo",140,2,2,1,5,"no","yes",700,1900,150
"Sao Paulo",900,3,5,8,0,"yes","no",0,8000,2250
"Porto Alegre",152,3,5,3,9,"yes","no",1600,6000,321
"Sao Paulo",280,3,4,3,0,"yes","yes",0,8000,500
"Sao Paulo",230,4,4,3,5,"no","no",2564,2500,934
"Campinas",92,3,2,3,6,"yes","no",700,2100,167
"Belo Horizonte",58,1,1,1,0,"yes","no",0,1100,34
"Campinas",41,2,1,1,5,"no","no",248,1193,0
"Sao Paulo",206,4,4,3,10,"yes","no",1890,12000,917
"Campinas",214,3,3,2,1,"yes","no",2016,5900,227
"Sao Paulo",110,2,2,1,18,"yes","no",1286,1710,0
"Belo Horizonte",100,2,1,0,0,"yes","no",0,777,25
"Belo Horizonte",80,2,2,1,4,"yes","no",250,1200,0
"Belo Horizonte",311,3,4,3,20,"no","no",3075,13000,1753
"Sao Paulo",200,2,3,2,1,"yes","yes",1700,15000,667
"Campinas",96,3,2,2,10,"yes","no",800,3200,189
"Rio de Janeiro",140,4,2,1,1,"no","no",1700,6000,380
"Sao Paulo",138,3,3,2,17,"yes","no",1100,7070,382
"Sao Paulo",140,3,3,1,6,"yes","yes",2200,3900,359
"Rio de Janeiro",60,2,2,1,2,"no","no",592,1250,0
"Sao Paulo",40,1,1,0,0,"no","no",0,600,34
"Sao Paulo",178,3,4,4,6,"yes","yes",2700,10200,667
"Sao Paulo",140,3,3,2,0,"yes","yes",0,4900,25
"Sao Paulo",72,2,1,0,1,"yes","no",864,1020,0
"Sao Paulo",117,2,1,1,5,"no","yes",720,2700,11
"Sao Paulo",35,1,1,1,1,"yes","no",0,977,30
"Porto Alegre",42,1,1,0,1,"yes","yes",360,890,0
"Belo Horizonte",29,1,1,0,1,"yes","no",0,1100,8
"Sao Paulo",130,2,1,0,1,"yes","no",650,2150,9
"Rio de Janeiro",100,3,2,1,4,"yes","no",2350,5000,333
"Rio de Janeiro",39,1,1,0,4,"yes","no",450,609,44
"Sao Paulo",61,1,1,0,9,"no","no",394,1600,0
"Campinas",750,4,5,5,0,"no","no",0,10400,667
"Belo Horizonte",142,4,3,2,3,"yes","no",900,2700,277
"Campinas",650,4,4,8,0,"yes","no",0,7500,200
"Sao Paulo",69,2,2,0,0,"yes","no",0,1700,73
"Sao Paulo",100,2,2,4,0,"yes","no",0,2600,46
"Belo Horizonte",300,4,2,2,3,"yes","no",1750,8000,500
"Sao Paulo",190,3,4,3,14,"yes","yes",1700,2740,900
"Rio de Janeiro",115,2,2,0,13,"yes","no",950,4500,2731
"Campinas",119,3,1,1,5,"yes","no",926,1200,100
"Sao Paulo",100,2,3,1,4,"yes","yes",1200,1890,42
"Sao Paulo",55,2,1,1,3,"yes","no",400,1087,0
"Sao Paulo",44,1,1,1,2,"yes","yes",724,3000,89
"Sao Paulo",316,4,6,4,18,"yes","yes",4767,8000,1963
"Sao Paulo",83,2,3,2,0,"yes","no",200,3500,167
"Belo Horizonte",1000,5,7,8,0,"yes","no",0,14980,1904
"Sao Paulo",150,3,2,1,8,"yes","no",1172,4800,0
"Sao Paulo",53,2,1,1,7,"yes","no",450,4200,42
"Sao Paulo",49,2,1,1,0,"yes","no",400,970,4
"Campinas",185,3,3,2,6,"yes","no",1200,2200,100
"Rio de Janeiro",40,1,1,0,0,"yes","no",0,1200,20
"Sao Paulo",65,2,1,0,3,"yes","no",654,1140,9
"Sao Paulo",67,3,2,1,10,"no","no",496,1560,72
"Sao Paulo",46,1,1,1,9,"yes","no",500,2200,35
"Campinas",205,3,2,1,2,"yes","no",950,2200,156
"Porto Alegre",550,5,5,3,0,"yes","no",0,9000,500
"Campinas",50,1,1,1,3,"yes","no",393,650,33
"Sao Paulo",266,4,5,4,7,"yes","no",2900,10900,1167
"Rio de Janeiro",280,3,2,2,10,"yes","yes",3140,8000,1126
"Sao Paulo",1600,6,6,6,0,"yes","yes",0,7600,1834
"Sao Paulo",70,1,1,0,4,"yes","no",760,2400,156
"Sao Paulo",84,3,2,2,8,"no","no",700,2340,250
"Belo Horizonte",40,1,1,0,3,"no","no",496,1000,116
"Rio de Janeiro",117,3,2,1,7,"yes","no",750,4110,384
"Sao Paulo",68,2,2,2,8,"yes","yes",1030,3430,236
"Belo Horizonte",140,2,2,2,11,"yes","yes",692,2800,104
"Sao Paulo",450,4,2,3,0,"yes","no",0,13000,1000
"Porto Alegre",44,1,2,0,3,"yes","no",140,1350,100
"Sao Paulo",40,1,1,1,3,"yes","yes",686,3200,52
"Sao Paulo",70,1,2,1,1,"yes","yes",1300,8250,209
"Sao Paulo",50,1,2,0,0,"yes","no",0,900,50
"Belo Horizonte",405,2,3,0,7,"yes","no",3500,4000,699
"Sao Paulo",75,2,2,1,1,"yes","no",700,3160,165
"Belo Horizonte",80,3,3,1,3,"yes","no",560,1501,0
"Sao Paulo",450,4,5,6,0,"yes","no",0,12000,1334
"Sao Paulo",225,4,5,4,10,"yes","yes",1600,7106,0
"Sao Paulo",250,3,2,3,35,"yes","yes",2500,15000,1084
"Sao Paulo",60,2,1,1,5,"no","no",965,2200,165
"Sao Paulo",31,1,1,1,9,"no","yes",1500,3400,150
"Sao Paulo",100,3,1,3,0,"yes","no",0,2000,164
"Belo Horizonte",20,1,1,0,6,"no","no",420,1050,79
"Sao Paulo",200,3,4,8,0,"yes","no",0,7000,25
"Campinas",50,1,1,1,8,"yes","no",780,1690,62
"Sao Paulo",61,3,2,2,15,"yes","no",712,2200,90
"Sao Paulo",200,3,4,2,3,"yes","no",4475,9800,820
"Belo Horizonte",100,2,2,0,0,"yes","no",0,11000,100
"Sao Paulo",365,4,5,6,4,"yes","no",3722,13900,2588
"Sao Paulo",38,1,1,0,13,"yes","no",414,3000,64
"Rio de Janeiro",49,2,1,0,4,"yes","no",362,1350,58
"Sao Paulo",207,3,5,4,6,"yes","no",2400,12000,934
"Campinas",82,3,2,1,6,"yes","no",825,1500,142
"Sao Paulo",400,5,4,3,0,"yes","no",0,4000,250
"Rio de Janeiro",170,4,2,2,6,"yes","no",2420,9000,834
"Porto Alegre",105,3,2,2,3,"yes","yes",370,2890,217
"Sao Paulo",383,4,4,5,2,"yes","no",2189,3004,709
"Sao Paulo",168,3,3,3,3,"yes","no",1605,2700,322
"Sao Paulo",53,2,2,1,10,"yes","yes",1940,2400,389
"Porto Alegre",320,4,3,2,0,"yes","no",0,4500,125
"Sao Paulo",300,3,4,3,18,"yes","no",3500,9900,834
"Campinas",100,3,2,3,0,"yes","no",0,2200,0
"Sao Paulo",40,1,1,0,0,"yes","no",0,900,80
"Sao Paulo",180,3,1,0,0,"yes","no",0,2500,334
"Sao Paulo",257,4,5,4,8,"yes","yes",2730,7500,1107
"Sao Paulo",178,2,4,2,2,"yes","no",2300,7000,891
"Sao Paulo",179,3,3,0,9,"no","yes",1828,12000,472
"Porto Alegre",64,2,1,0,1,"yes","no",300,1750,42
"Porto Alegre",60,2,1,0,1,"yes","no",326,990,25
"Sao Paulo",55,1,1,1,11,"no","no",696,2200,148
"Sao Paulo",50,1,1,0,8,"no","no",470,1970,0
"Sao Paulo",82,3,2,2,19,"no","no",470,1994,0
"Rio de Janeiro",60,1,1,1,7,"yes","no",650,1210,106
"Porto Alegre",40,1,1,1,9,"no","yes",1300,1200,68
"Campinas",230,4,4,8,0,"yes","no",0,5100,320
"Sao Paulo",73,2,1,1,2,"yes","no",680,1300,20
"Sao Paulo",79,2,2,1,1,"yes","yes",600,2000,75
"Sao Paulo",230,3,4,2,3,"yes","no",2000,4800,292
"Rio de Janeiro",214,3,3,3,4,"yes","no",3575,14000,1050
"Sao Paulo",120,2,1,0,0,"yes","no",0,1500,90
"Sao Paulo",200,4,2,1,0,"no","no",0,2500,334
"Porto Alegre",85,3,2,2,9,"no","yes",940,3300,102
"Sao Paulo",45,1,1,1,1,"no","yes",3000,5520,0
"Porto Alegre",30,1,1,0,4,"yes","no",198,755,22
"Sao Paulo",57,2,2,1,3,"yes","no",476,2300,0
"Sao Paulo",500,4,7,3,0,"yes","no",0,15000,2500
"Sao Paulo",322,4,5,5,17,"yes","yes",2700,15000,1875
"Sao Paulo",20,1,1,0,3,"no","no",224,1530,0
"Porto Alegre",100,2,2,1,0,"no","no",0,1346,0
"Sao Paulo",620,4,6,4,1,"yes","no",8133,15000,4520
"Porto Alegre",240,4,3,5,0,"yes","no",0,2500,120
"Sao Paulo",95,3,2,2,10,"yes","no",900,7000,142
"Sao Paulo",35,1,1,1,6,"yes","no",542,2100,99
"Belo Horizonte",325,5,4,7,0,"yes","yes",0,8900,417
"Sao Paulo",58,3,1,1,1,"yes","yes",456,2800,21
"Sao Paulo",200,4,4,3,6,"no","no",1400,9000,1000
"Sao Paulo",92,3,2,2,2,"yes","no",1407,1100,250
"Belo Horizonte",65,2,1,1,9,"yes","no",450,1545,94
"Campinas",57,2,1,0,2,"yes","no",378,800,31
"Sao Paulo",50,2,1,1,2,"yes","no",400,1600,0
"Sao Paulo",165,4,5,2,4,"yes","yes",2500,9500,315
"Rio de Janeiro",70,2,1,1,6,"yes","no",900,1900,122
"Sao Paulo",230,4,3,1,1,"no","no",2400,4000,513
"Rio de Janeiro",34,1,1,0,3,"no","yes",820,2000,114
"Rio de Janeiro",25,1,1,0,0,"no","no",0,660,0
"Sao Paulo",50,2,1,1,2,"yes","no",0,1800,0
"Porto Alegre",120,3,2,2,2,"yes","yes",700,2975,155
"Porto Alegre",60,2,1,1,0,"yes","no",0,1400,96
"Sao Paulo",67,2,2,1,8,"yes","no",980,2240,215
"Sao Paulo",22,1,1,0,26,"yes","no",384,2100,40
"Sao Paulo",197,3,1,2,0,"yes","no",0,2100,290
"Porto Alegre",105,3,3,1,3,"yes","yes",1300,2300,130
"Sao Paulo",80,2,2,1,0,"no","no",0,1556,0
"Belo Horizonte",140,4,2,2,5,"no","no",820,2500,253
"Rio de Janeiro",70,2,2,1,9,"yes","no",1200,4000,184
"Porto Alegre",383,5,5,4,0,"yes","no",0,10000,250
"Sao Paulo",172,3,4,3,5,"yes","no",1650,9000,900
"Porto Alegre",57,2,2,1,6,"no","no",425,1800,75
"Sao Paulo",32,1,1,1,23,"yes","no",1800,2000,416
"Belo Horizonte",341,10,6,7,0,"yes","no",0,5500,459
"Belo Horizonte",600,5,6,8,0,"yes","yes",0,10500,642
"Sao Paulo",43,2,1,1,13,"no","no",307,2000,18
"Campinas",98,3,2,1,1,"yes","no",727,1233,84
"Sao Paulo",36,2,1,0,6,"yes","no",590,1790,0
"Rio de Janeiro",42,1,1,0,4,"yes","yes",500,2800,79
"Campinas",120,3,3,3,8,"no","no",700,2700,167
"Rio de Janeiro",78,2,2,1,8,"yes","no",720,1400,290
"Sao Paulo",113,3,4,2,7,"yes","no",1600,4000,591
"Sao Paulo",47,2,1,1,1,"no","no",560,1390,0
"Sao Paulo",60,2,2,1,5,"yes","no",478,1300,0
"Porto Alegre",77,2,1,0,1,"no","no",0,1130,25
"Porto Alegre",75,2,2,1,3,"yes","no",200,1500,142
"Sao Paulo",60,3,1,1,3,"yes","no",470,1550,0
"Sao Paulo",240,3,4,3,9,"yes","no",2100,5800,825
"Sao Paulo",48,1,1,1,4,"yes","no",633,3400,114
"Belo Horizonte",70,3,1,1,8,"yes","no",395,1300,71
"Belo Horizonte",345,3,3,0,0,"no","yes",0,3500,150
"Sao Paulo",250,4,2,3,2,"no","yes",3000,15000,100
"Sao Paulo",158,4,4,3,4,"yes","yes",1990,3500,589
"Porto Alegre",55,2,1,1,0,"yes","yes",0,1300,34
"Rio de Janeiro",80,2,1,1,17,"yes","no",866,1820,235
"Porto Alegre",42,1,1,1,11,"yes","no",500,2200,50
"Sao Paulo",80,3,3,2,20,"yes","no",600,4450,242
"Sao Paulo",50,1,1,0,1,"yes","no",519,1550,28
"Rio de Janeiro",380,4,3,2,9,"yes","no",3220,15000,1348
"Sao Paulo",85,2,2,1,6,"yes","yes",1200,5300,67
"Belo Horizonte",120,4,3,2,1,"yes","no",0,3250,0
"Sao Paulo",214,4,5,4,6,"yes","no",2235,3251,1026
"Sao Paulo",277,4,4,6,5,"yes","no",4200,3800,1947
"Campinas",50,2,1,1,4,"yes","no",330,1080,0
"Belo Horizonte",90,3,2,2,2,"no","no",530,2000,159
"Sao Paulo",287,4,5,2,0,"yes","yes",0,6000,317
"Sao Paulo",11,1,1,0,1,"no","yes",300,2000,42
"Porto Alegre",62,2,1,1,7,"no","no",485,1620,54
"Sao Paulo",45,1,1,1,7,"no","yes",522,3100,120
"Porto Alegre",80,2,1,1,1,"yes","no",200,1650,70
"Sao Paulo",115,3,3,2,5,"no","no",1000,4890,234
"Porto Alegre",110,2,2,1,3,"yes","yes",600,1800,152
"Sao Paulo",162,3,3,2,4,"yes","no",1756,7000,367
"Rio de Janeiro",85,3,2,1,4,"yes","no",1250,1800,306
"Belo Horizonte",105,4,3,3,5,"yes","no",1148,1900,228
"Sao Paulo",180,2,2,5,0,"yes","no",1,3000,1
"Rio de Janeiro",80,2,1,0,9,"yes","no",330,831,159
"Sao Paulo",56,2,1,1,6,"yes","no",680,2200,11
"Sao Paulo",70,2,1,1,15,"yes","no",1049,1200,35
"Rio de Janeiro",70,1,2,1,6,"no","no",1100,1200,85
"Belo Horizonte",75,3,1,1,4,"no","no",482,1000,145
"Sao Paulo",420,4,6,4,0,"yes","no",300,6500,417
"Sao Paulo",279,3,3,8,0,"yes","yes",0,3500,182
"Sao Paulo",160,4,4,2,0,"yes","no",0,2400,0
"Sao Paulo",41,1,1,0,0,"yes","no",250,1100,0
"Sao Paulo",97,2,2,2,3,"yes","no",1400,2200,42
"Porto Alegre",40,1,1,1,7,"yes","yes",400,1400,36
"Sao Paulo",110,3,2,1,5,"yes","yes",1217,3600,215
"Belo Horizonte",298,4,3,2,3,"yes","yes",330,2500,300
"Belo Horizonte",87,4,2,2,2,"yes","no",370,1600,160
"Sao Paulo",150,5,5,4,3,"no","yes",1800,3700,917
"Sao Paulo",113,3,2,2,8,"yes","no",1750,2975,359
"Belo Horizonte",293,6,2,3,0,"yes","no",0,2600,138
"Sao Paulo",90,3,2,2,1,"yes","no",1017,2000,165
"Belo Horizonte",305,4,3,3,14,"yes","no",2500,9000,660
"Campinas",50,2,1,1,0,"no","no",0,1040,277
"Sao Paulo",150,3,3,2,0,"yes","no",0,3300,135
"Porto Alegre",367,3,4,4,8,"no","no",7000,15000,1032
"Rio de Janeiro",50,2,1,0,9,"yes","yes",505,2350,64
"Sao Paulo",230,3,4,3,7,"no","no",3200,8000,1167
"Sao Paulo",125,3,3,1,6,"yes","yes",1600,5500,247
"Rio de Janeiro",140,3,2,1,4,"yes","no",1100,1350,95
"Sao Paulo",63,3,2,0,18,"yes","no",550,1800,0
"Sao Paulo",110,2,1,1,21,"yes","no",975,3300,234
"Sao Paulo",54,2,1,1,13,"yes","no",480,1610,0
"Porto Alegre",67,2,1,0,3,"yes","no",330,1523,50
"Sao Paulo",296,3,4,4,2,"yes","no",1860,8864,0
"Belo Horizonte",70,2,1,1,0,"yes","no",0,1000,75
"Sao Paulo",50,2,1,0,0,"no","no",50,1100,0
"Sao Paulo",160,3,2,4,0,"no","no",0,3500,0
"Sao Paulo",60,2,2,1,14,"no","no",460,2200,20
"Sao Paulo",220,3,4,3,12,"yes","yes",3120,8000,1034
"Sao Paulo",340,4,3,8,0,"yes","no",0,13000,1167
"Sao Paulo",52,2,1,0,1,"no","no",50,1150,34
"Belo Horizonte",50,2,1,1,1,"yes","no",100,915,63
"Belo Horizonte",60,2,1,0,3,"yes","no",290,2200,80
"Sao Paulo",125,3,3,3,0,"yes","no",100,2450,15
"Sao Paulo",36,2,1,0,0,"no","no",0,1080,0
"Belo Horizonte",100,3,2,1,5,"yes","no",730,1500,120
"Sao Paulo",550,4,7,3,0,"yes","yes",0,11500,1650
"Sao Paulo",60,3,1,2,4,"no","no",383,1105,0
"Campinas",48,1,1,0,4,"no","no",490,500,17
"Sao Paulo",164,3,3,1,3,"yes","yes",1795,9000,210
"Belo Horizonte",90,3,2,1,2,"yes","no",280,1200,100
"Porto Alegre",78,3,2,1,4,"yes","no",450,2800,75
"Sao Paulo",44,2,1,0,1,"yes","no",260,1125,0
"Belo Horizonte",180,3,3,2,1,"yes","no",1500,2950,267
"Campinas",82,3,2,1,1,"yes","no",650,1200,100
"Sao Paulo",49,1,1,1,7,"yes","yes",830,2900,139
"Sao Paulo",400,5,4,5,0,"no","no",0,13970,417
"Sao Paulo",74,2,3,2,26,"yes","no",450,3200,40
"Sao Paulo",110,2,1,1,0,"yes","no",0,1500,163
"Sao Paulo",58,1,1,1,1,"yes","yes",475,3500,70
"Rio de Janeiro",23,1,1,0,5,"no","no",320,1540,0
"Rio de Janeiro",95,3,2,1,3,"yes","no",1061,2500,67
"Sao Paulo",196,4,3,3,13,"no","no",2420,5000,931
"Sao Paulo",70,2,1,0,0,"yes","no",0,2300,123
"Porto Alegre",148,2,1,2,3,"yes","no",385,1650,880
"Sao Paulo",70,2,1,0,2,"yes","no",1100,1280,0
"Sao Paulo",30,1,1,1,5,"no","no",610,2300,134
